nct_id,dropout_percentage_all,Clinical Title,Overall Status,Trial Phase,Allocation,Start Date,Completion Date,Primary Purpose,City,State,Zipcode,Gender,Minimum Age,Maximum Age,New Completion Date,New Start Date,length_of_trial
NCT01948193,5.084745763,Study of DTaP-IPV-Hep B-PRP~T Combined Vaccine in Indian Infants Previously Given a Dose of Hepatitis B Vaccine at Birth,Completed,Phase 3,,February 2014,June 2015,Prevention,Ludhiana,Punjab,141008,All,6 Weeks,8 Weeks,2015-06-01,2014-02-01,485.0
NCT01949090,3.666666667,Immunogenicity and Safety Study of Different Formulations of GlaxoSmithKline (GSK) Biologicals H7N1 Influenza Vaccine Administered to Adults 65 Years of Age and Older,Completed,Phase 2,Randomized,"September 25, 2013","October 23, 2014",Prevention,Hollywood,Florida,33024,All,65 Years,,2014-10-01,2013-09-01,395.0
NCT01951586,8.879071379,Denosumab in Combination With Chemotherapy as First-line Treatment of Metastatic Non-small Cell Lung Cancer,Completed,Phase 2,Randomized,"December 31, 2013","November 28, 2017",Treatment,Goodyear,Arizona,85338,All,18 Years,100 Years,2017-11-01,2013-12-01,1431.0
NCT01957163,4.039053828,"Study to Compare the Addition of Umeclidinium Bromide (UMEC) to Fluticasone Furoate (FF)/Vilanterol (VI), With Placebo Plus FF/VI in Subjects With Chronic Obstructive Pulmonary Disease (COPD)",Completed,Phase 3,Randomized,"October 1, 2013","April 1, 2014",Treatment,Jasper,Alabama,35501,All,40 Years,,2014-04-01,2013-10-01,182.0
NCT01959412,0.1831501832,"Crossover Study to Evaluate the Efficacy, Safety and Tolerability of Different Doses of Indacaterol in Patients With Persistent Asthma",Completed,Phase 2,Randomized,November 2013,March 2014,Treatment,Huntington Beach,California,92647,All,18 Years,,2014-03-01,2013-11-01,120.0
NCT01964352,5.533456127,Tiotropium + Olodaterol Fixed Dose Combination (FDC) in Chronic Obstructive Pulmonary Disease (OTEMTO 1),Completed,Phase 3,Randomized,November 2013,November 2014,Treatment,Wheat Ridge,Colorado,,All,40 Years,,2014-11-01,2013-11-01,365.0
NCT01966003,10.39692403,Efficacy and Safety Study of ABP 215 Compared With Bevacizumab in Patients With Advanced Non-Small Cell Lung Cancer,Completed,Phase 3,Randomized,"November 11, 2013","July 23, 2015",Treatment,Bismarck,North Dakota,58501,All,18 Years,80 Years,2015-07-01,2013-11-01,607.0
NCT01966107,37.13830865,Evaluate the Effect of Aclidinium Bromide on Long-term Cardiovascular Safety and Exacerbations in Moderate to Very Severe COPD Patients.,Completed,Phase 4,Randomized,"October 16, 2013","September 21, 2017",Treatment,Birmingham,Alabama,35209,All,40 Years,130 Years,2017-09-01,2013-10-01,1431.0
NCT01967173,23.68730324,Best African American Response to Asthma Drugs,Completed,Phase 3,Randomized,February 2014,"July 1, 2017",Treatment,Tucson,Arizona,85724,All,5 Years,,2017-07-01,2014-02-01,1246.0
NCT01967628,16.25,Human Lung Responses to Respiratory Pathogens,Completed,Phase 1/Phase 2,Randomized,June 2007,October 2010,Basic Science,Iowa City,Iowa,52242,All,18 Years,60 Years,2010-10-01,2007-06-01,1218.0
NCT01968434,6.08974359,Comparison of Efficacy and Tolerability of Two Cough Syrups in Cough Due to Cold in Children.,Completed,Phase 4,Randomized,December 2013,April 2014,Treatment,Bat Yam,,,All,2 Years,5 Years,2014-04-01,2013-12-01,121.0
NCT01969721,2.401746725,Characterization of Lung Function Profile of Inhaled Tiotropium + Olodaterol Fixed Dose Combination Compared to Fluticasone Propionate + Salmeterol Fixed Dose Combination in COPD Patients,Completed,Phase 3,Randomized,October 2013,February 2015,Treatment,Genk,,,All,40 Years,,2015-02-01,2013-10-01,488.0
NCT01969799,2.083333333,Aerosolized Amikacin and Fosfomycin in Mechanically Ventilated Patients With Gram-negative Pneumonia,Completed,Phase 2,Randomized,December 2013,April 2016,Treatment,Los Angeles,California,90033,All,18 Years,80 Years,2016-04-01,2013-12-01,852.0
NCT01970371,1.666666667,A Study of Plazomicin Compared With Colistin in Patients With Infection Due to Carbapenem-Resistant Enterobacteriaceae (CRE),Completed,Phase 3,Randomized,"September 16, 2014","September 15, 2016",Treatment,,,,All,18 Years,85 Years,2016-09-01,2014-09-01,731.0
NCT01970878,2.76069181,"Extension Study to Evaluate the Safety and Efficacy of PT003, PT001, and PT005 in Subjects With Moderate to Very Severe COPD, With Spiriva® Handihaler® (PINNACLE 3)",Completed,Phase 3,Randomized,November 2013,March 2015,Treatment,Andalusia,Alabama,,All,40 Years,80 Years,2015-03-01,2013-11-01,485.0
NCT01974895,9.554527751,Study to Evaluate Immunogenicity and Safety of GlaxoSmithKline (GSK) Biologicals' Quadrivalent Influenza Vaccine GSK2282512A When Administered to Children From 6 to 35 Months of Age,Completed,Phase 2,Randomized,"October 23, 2013","July 3, 2014",Prevention,Sacramento,California,95822,All,6 Months,35 Months,2014-07-01,2013-10-01,273.0
NCT01978119,1.829268293,"A Non-inferiority Study to Evaluate the Efficacy, Safety, and Tolerability of Combination Dry Powder of Fluticasone Propionate and Salmeterol (FSC) 250/50 Microgram (mcg) Twice Daily (BID) in Adults and Adolescents With Asthma",Completed,Phase 3,Randomized,"November 6, 2013","January 28, 2015",Treatment,Nizhniy Novgorod,,603011,All,12 Years,80 Years,2015-01-01,2013-11-01,426.0
NCT01978145,4.929577465,"A Non-inferiority Study to Evaluate the Efficacy, Safety, and Tolerability of Fluticasone Propionate/Salmeterol (FSC) 250/50 Microgram (mcg) Through a Capsule-Based Inhaler and a Multi-Dose Inhaler Administered Twice Daily (BID) in Adults With Chronic Obstructive Pulmonary Disease (COPD)",Completed,Phase 3,Randomized,"November 14, 2013","April 16, 2015",Treatment,Florencio Varela,Buenos Aires,1888,All,40 Years,80 Years,2015-04-01,2013-11-01,516.0
NCT01978262,11.95652174,Immune and Hormone Response to Influenza Vaccine,Completed,Phase 4,,October 2013,August 2017,Other,Baltimore,Maryland,21205,Female,18 Years,39 Years,2017-08-01,2013-10-01,1400.0
NCT01979952,12.40601504,Nintedanib Twice Daily vs Placebo in Patients Diagnosed With Idiopathic Pulmonary Fibrosis (IPF),Completed,Phase 3,Randomized,"November 26, 2013","October 27, 2016",Treatment,Danbury,Connecticut,06810,All,40 Years,,2016-10-01,2013-11-01,1065.0
NCT01992094,3.007165732,Safety and Immunogenicity of Three Influenza Vaccines Adults Ages 18 and Older,Completed,Phase 3,Randomized,November 2013,July 2014,Prevention,Huntsville,Alabama,35802,All,18 Years,,2014-07-01,2013-11-01,242.0
NCT01992107,5.876088124,Safety and Immunogenicity of Three Influenza Vaccines in Children Aged 4 Years Old to Less Than 18 Years Old,Completed,Phase 3,Randomized,November 2013,August 2014,Prevention,Huntsville,Alabama,35802,All,4 Years,18 Years,2014-08-01,2013-11-01,273.0
NCT01996319,5.697278912,"Randomized, Double-blind, Placebo-controlled, Multicenter, Cross-over Study to Assess the Effects of a 3 Week Therapy Each With QVA149 Versus Placebo on Pulmonary Function and Average Physical Activity Levels in Patients With COPD.",Completed,Phase 3,Randomized,April 2014,February 2015,Treatment,Koblenz,NRW,56068,All,40 Years,,2015-02-01,2014-04-01,306.0
NCT01996332,13.90581717,A Study of Tarceva (Erlotinib) Monotherapy in Patients With Advanced Non-Small Cell Lung Cancer (NSCLC),Completed,Phase 2,Non-Randomized,April 2004,October 2012,Treatment,Alcoy,Alicante,03804,All,18 Years,,2012-10-01,2004-04-01,3105.0
NCT01998477,3.462238835,A Study to Evaluate the Safety of Two Influenza Vaccines in Children and Adolescents 3 to <18 Years of Age at Risk for Influenza-Related Complications,Completed,Phase 3,Randomized,October 2013,July 2014,Prevention,Firenze,Barcelona,50139,All,3 Years,17 Years,2014-07-01,2013-10-01,273.0
NCT01998919,13.00607287,A Study of Tarceva (Erlotinib) in Combination With Platinum Based Chemotherapy in Patients With Non-Small Cell Lung Cancer.,Completed,Phase 2,Randomized,August 2006,November 2011,Treatment,Campbelltown,,2560,All,18 Years,,2011-11-01,2006-08-01,1918.0
NCT02000531,2.380952381,Progression Free Survival (PFS) Using Erlotinib for Non-Small-Cell Lung Cancer (NSCLC) in Chinese Population,Completed,Phase 4,Randomized,January 2014,December 2014,Treatment,Beijing,,101149,All,18 Years,,2014-12-01,2014-01-01,334.0
NCT02006732,4.20243379,Tiotropium+Olodaterol Fixed Dose Combination (FDC) in Chronic Obstructive Pulmonary Disease (OTEMTO 2),Completed,Phase 3,Randomized,November 2013,November 2014,Treatment,Jasper,Alabama,,All,40 Years,,2014-11-01,2013-11-01,365.0
NCT02013206,27.2113943,A Study of Tarceva (Erlotinib) in Patients With Advanced Non-Small Cell Lung Cancer Naive to Chemotherapy,Completed,Phase 2,Non-Randomized,September 2006,October 2010,Treatment,Marseille,,13274,All,18 Years,,2010-10-01,2006-09-01,1491.0
NCT02020889,5.147058824,A Study to Investigate Mepolizumab in the Treatment of Eosinophilic Granulomatosis With Polyangiitis,Completed,Phase 3,Randomized,"February 5, 2014","September 5, 2016",Treatment,Denver,Colorado,80206,All,18 Years,,2016-09-01,2014-02-01,943.0
NCT02021292,1.25,"Clinical Study to Assess the Efficacy, Safety and Tolerability of Macitentan in Subjects With Inoperable Chronic Thromboembolic Pulmonary Hypertension",Completed,Phase 2,Randomized,"August 20, 2014","September 28, 2016",Treatment,Leuven,,3000,All,18 Years,84 Years,2016-09-01,2014-08-01,762.0
NCT02031640,4.245283019,A Safety and Efficacy Study of Beclomethasone Dipropionate Delivered Via Breath-Actuated Inhaler (BAI) or Metered-Dose Inhaler (MDI) in Participants >=12 Years Old With Persistent Asthma,Completed,Phase 3,Randomized,December 2013,December 2014,Treatment,Costa Mesa,California,,All,12 Years,,2014-12-01,2013-12-01,365.0
NCT02034877,0.3003003003,13-valent Pneumococcal Conjugate Vaccine Study in Adults and Children in India,Completed,Phase 4,,August 2014,July 2015,Prevention,Visakhapatnam,Andhra Pradesh,530002,All,6 Years,65 Years,2015-07-01,2014-08-01,334.0
NCT02035696,1.789260581,Safety and Immunogenicity of a Four Influenza Vaccines in Children Ages 6 Months Old to Less Than 48 Months Old,Completed,Phase 1/Phase 2,Randomized,December 2013,December 2014,Prevention,Phoenix,Arizona,,All,6 Months,48 Months,2014-12-01,2013-12-01,365.0
NCT02040766,6.680874891,A Safety and Efficacy Study of Beclomethasone Dipropionate Delivered Via Breath-Actuated Inhaler (BAI) or Metered-Dose Inhaler (MDI) in Participants Ages 4-11 Years Old With Persistent Asthma,Completed,Phase 3,Randomized,December 2013,March 2016,Treatment,Hoover,Alabama,,All,4 Years,11 Years,2016-03-01,2013-12-01,821.0
NCT02040779,6.231530145,A 12-week Safety and Efficacy Study of Beclomethasone Dipropionate (80 and 160 mcg/Day) Delivered Via Breath-Actuated Inhaler (BAI) in Patients >=12 Years Old With Persistent Asthma,Completed,Phase 3,Randomized,"December 26, 2013","December 24, 2014",Treatment,Huntington Beach,California,,All,12 Years,,2014-12-01,2013-12-01,365.0
NCT02054130,10.01269438,"Study to Evaluate the Efficacy and Safety of MEDI9929 (AMG 157) in Adult Subjects With Inadequately Controlled, Severe Asthma",Completed,Phase 2,Randomized,"December 13, 2013","March 1, 2017",Treatment,Los Angeles,California,90025,All,18 Years,75 Years,2017-03-01,2013-12-01,1186.0
NCT02055352,8.488268247,Study to Evaluate Efficacy/Safety of Combination Budesonide/Indacaterol vs Fluticasone/Salmeterol in Patients With COPD,Completed,Phase 4,Randomized,"May 30, 2014","January 26, 2016",Treatment,Caba,Buenos Aires,C1056ABJ,All,40 Years,,2016-01-01,2014-05-01,610.0
NCT02061280,40.66666667,Use of Mobile Devices and the Internet to Streamline an Asthma Clinical Trial,Completed,Phase 4,Randomized,October 2013,"February 17, 2017",Other,Wilmington,Delaware,19803,All,12 Years,17 Years,2017-02-01,2013-10-01,1219.0
NCT02064439,9.594677461,Reduced-dosed Rivaroxaban in the Long-term Prevention of Recurrent Symptomatic VTE(Venous Thromboembolism),Completed,Phase 3,Randomized,"March 5, 2014","November 4, 2016",Prevention,Beverly Hills,California,90211,All,18 Years,,2016-11-01,2014-03-01,976.0
NCT02073682,26.85684829,Cancer Venous Thromboembolism (VTE),Completed,Phase 3,Randomized,"July 16, 2015","September 15, 2017",Treatment,Brandon,Florida,,All,18 Years,,2017-09-01,2015-07-01,793.0
NCT02075255,3.197361745,Efficacy and Safety Study of Benralizumab to Reduce OCS Use in Patients With Uncontrolled Asthma on High Dose Inhaled Corticosteroid Plus LABA and Chronic OCS Therapy,Completed,Phase 3,Randomized,"April 28, 2014","August 8, 2016",Treatment,Los Angeles,California,90025,All,18 Years,75 Years,2016-08-01,2014-04-01,853.0
NCT02075541,7.600837139,"A Study to Evaluate the Safety, Reactogenicity and Immunogenicity of GlaxoSmithkline (GSK) Biologicals' Investigational Vaccine GSK2838504A When Administered to Chronic Obstructive Pulmonary Disease (COPD) Patients With Persistent Airflow Obstruction.",Completed,Phase 2,Randomized,"July 8, 2014","April 19, 2017",Prevention,Eskilstuna,Carmarthenshire,SE-631 88,All,40 Years,80 Years,2017-04-01,2014-07-01,1005.0
NCT02085161,12.22368421,To Evaluate the Effect of Inhaled Medication Together With Exercise and Activity Training on Exercise Capacity and Daily Activities in Patients With Chronic Lung Disease With Obstruction of Airways,Completed,Phase 3,Randomized,March 2014,October 2015,Treatment,San Diego,California,,All,40 Years,75 Years,2015-10-01,2014-03-01,579.0
NCT02089347,0.1404494382,Study of SP306 Given Intramuscularly Compared to DT Given Subcutaneously in Japanese Adolescents 11 - 12 Years Old,Completed,Phase 3,Randomized,March 2014,March 2015,Prevention,Aichi,,451 8511,All,11 Years,12 Years,2015-03-01,2014-03-01,365.0
NCT02091986,9.294431732,"A 12-Week Study in Asthmatic Children Ages 6 to <12 Years, Investigating the Efficacy and Safety of Symbicort pMDI 80/2.25 μg and Symbicort pMDI 80/4.5 μg, Compared With Budesonide pMDI 80 μg",Completed,Phase 3,Randomized,April 2014,April 2016,Treatment,Hoover,Alabama,,All,6 Years,11 Years,2016-04-01,2014-04-01,731.0
NCT02097472,0.4,Dose-Finding Study of S.Pneumoniae Whole Cell Vaccine Adsorbed to Alum (PATH-wSP) in Healthy Kenyan Adults and Toddlers,Completed,Phase 1/Phase 2,Randomized,April 2014,December 2015,Prevention,Kisumu,Nyanza,PO Box 54-40100,All,12 Months,45 Years,2015-12-01,2014-04-01,609.0
NCT02098369,4.040953337,Comparative Effectiveness of a Peer-led O2 Infoline for Patients and Caregivers,Completed,Phase 4,Randomized,April 2015,October 2016,Treatment,Lake Forest,California,92630,All,18 Years,,2016-10-01,2015-04-01,549.0
NCT02105948,10.70460777,Study to Evaluate Efficacy and Safety of Mepolizumab for Frequently Exacerbating Chronic Obstructive Pulmonary Disease (COPD) Patients,Completed,Phase 3,Randomized,"April 15, 2014","January 17, 2017",Treatment,Newport Beach,California,92663,All,40 Years,,2017-01-01,2014-04-01,1006.0
NCT02105961,10.95862123,Efficacy and Safety of Mepolizumab as an Add-on Treatment in Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 3,Randomized,"April 24, 2014","January 16, 2017",Treatment,Birmingham,Alabama,35294,All,40 Years,,2017-01-01,2014-04-01,1006.0
NCT02105974,3.885630499,Study Evaluating the Efficacy and Safety of Fluticasone Furoate/Vilanterol Inhalation Powder (FF/VI) Compared With Vilanterol Inhalation Powder (VI) in Subjects With Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 3,Randomized,"April 7, 2014","July 8, 2015",Treatment,Riverside,California,92506,All,40 Years,,2015-07-01,2014-04-01,456.0
NCT02106832,13.29999815,Ciprofloxacin Dry Powder for Inhalation (DPI) in Non-cystic Fibrosis Bronchiectasis (Non-CF BE),Completed,Phase 3,Randomized,"April 30, 2014","October 19, 2016",Treatment,Peoria,Arizona,85381,All,18 Years,,2016-10-01,2014-04-01,914.0
NCT02107274,11.77489177,Efficacy of Azithromycin in Treatment of Bronchiectasis,Completed,Phase 4,Randomized,November 2011,December 2013,Treatment,Taiping,Perak,34000,All,18 Years,,2013-12-01,2011-11-01,761.0
NCT02118961,0.2232142857,Study of BK1301 (DTaP Vaccine) as a Booster in Adolescents,Completed,Phase 3,Randomized,April 2014,August 2014,Prevention,Fukuoka-shi,Fukuoka,,All,11 Years,12 Years,2014-08-01,2014-04-01,122.0
NCT02119286,4.204774635,"Study to Compare the Addition of Umeclidinium Bromide (UMEC) to Fluticasone Furoate (FF)/Vilanterol (VI), With Placebo Plus FF/VI in Subjects With Chronic Obstructive Pulmonary Disease (COPD) -Study 2",Completed,Phase 3,Randomized,October 2013,April 2014,Treatment,Mobile,Alabama,36608,All,40 Years,,2014-04-01,2013-10-01,182.0
NCT02125734,1.041666667,Lung Function and Patient Preference With QVA149 vs. Tiotropium in COPD Patients,Completed,Phase 4,,April 2014,January 2015,Treatment,Ibbenbüren,Rheinland Pfalz,49477,All,40 Years,,2015-01-01,2014-04-01,275.0
NCT02130193,18.19444444,"Investigation of Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Clinical Efficacy of Oral Danirixin in Symptomatic COPD Subjects With Mild to Moderate Airflow Limitation at Risk for Exacerbations",Completed,Phase 2,Randomized,"February 13, 2014","August 29, 2016",Treatment,Birmingham,Alabama,35294,All,40 Years,70 Years,2016-08-01,2014-02-01,912.0
NCT02135692,7.079646018,"A Phase 3a, Repeat Dose, Open-label, Long-term Safety Study of Mepolizumab in Asthmatic Subjects",Completed,Phase 3,,"May 29, 2014","October 5, 2017",Treatment,Newport Beach,California,92663,All,12 Years,,2017-10-01,2014-05-01,1249.0
NCT02139644,5.403697078,Study of Fluticasone Propionate MDPI Compared With Fluticasone/Salmeterol MDPI in Adolescent and Adult Patients With Persistent Asthma,Completed,Phase 3,Randomized,June 2014,September 2015,Treatment,Birmingham,Alabama,,All,12 Years,,2015-09-01,2014-06-01,457.0
NCT02141854,5.479452055,Efficacy and Safety Study of FP MDPI Compared With FS MDPI in Adolescent and Adult Patients With Persistent Asthma,Completed,Phase 3,Randomized,June 2014,September 2015,Treatment,Birmingham,Alabama,,All,12 Years,,2015-09-01,2014-06-01,457.0
NCT02148445,0.0,Smoking Cessation Versus Long-term Nicotine Replacement Among High-risk Smokers,Completed,Phase 3,Randomized,May 2014,December 2016,Treatment,Kansas City,Kansas,66160,All,18 Years,,2016-12-01,2014-05-01,945.0
NCT02152605,4.233870968,A Phase IIIb Study to Evaluate the Efficacy of Umeclidinium/Vilanterol (UMEC/VI) in Subjects With Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 3,Randomized,"September 1, 2014","March 5, 2015",Treatment,Phoenix,Arizona,85006,All,40 Years,,2015-03-01,2014-09-01,181.0
NCT02155881,7.5,Efficacy and Safety of Ciclesonide Nasal Spray in Participants With Seasonal Allergic Rhinitis (SAR) in Russia,Completed,Phase 3,Randomized,August 2014,November 2014,Treatment,Kazan,,,All,18 Years,,2014-11-01,2014-08-01,92.0
NCT02157935,7.372980365,Comparing the Efficacy of Symbicort® pMDI and Formoterol Turbuhaler in Reducing Exacerbations in Patients With Cronic Obstructive Pulmonary Disease,Completed,Phase 3,Randomized,"June 27, 2014","February 8, 2016",Treatment,Andalusia,Alabama,36420,All,40 Years,95 Years,2016-02-01,2014-06-01,610.0
NCT02161757,11.65465114,A Phase 3 Study to Evaluate the Efficacy and Safety of Tralokinumab in Adults and Adolescents With Uncontrolled Asthma,Completed,Phase 3,Randomized,"June 13, 2014","July 18, 2017",Treatment,Birmingham,Alabama,35209,All,12 Years,75 Years,2017-07-01,2014-06-01,1126.0
NCT02164513,11.17288302,"A Study Comparing the Efficacy, Safety and Tolerability of Fixed Dose Combination (FDC) of FF/UMEC/VI With the FDC of FF/VI and UMEC/VI; Administered Once-daily Via a Dry Powder Inhaler (DPI) in Subjects With Chronic Obstructive Pulmonary Disease (COPD)",Completed,Phase 3,Randomized,"June 30, 2014","July 17, 2017",Treatment,Athens,Alabama,35611,All,40 Years,,2017-07-01,2014-06-01,1126.0
NCT02164539,3.539621398,Evaluation of Umeclidinium Bromide in Combination With Fluticasone Furoate in COPD Subjects With an Asthmatic Component,Completed,Phase 2,Randomized,"July 1, 2014","July 18, 2015",Treatment,Newport Beach,California,92663,All,18 Years,,2015-07-01,2014-07-01,365.0
NCT02175771,11.95443444,Long-Term Safety Study of Fluticasone Propionate (Fp) Multidose Dry Powder Inhaler (MDPI) and Fluticasone Propionate/Salmeterol (FS) MDPI in Patients With Persistent Asthma,Completed,Phase 3,Randomized,July 2014,July 2015,Treatment,Birmingham,Alabama,,All,12 Years,,2015-07-01,2014-07-01,365.0
NCT02191137,12.0,Measuring Outcomes In Patients With Pulmonary Arterial Hypertension Not on Active Treatment (MOTION),Completed,Phase 4,,"September 23, 2014","July 16, 2016",Treatment,Tucson,Arizona,85724,All,18 Years,80 Years,2016-07-01,2014-09-01,669.0
NCT02194699,12.78520041,A Phase 3 Study to Evaluate the Efficacy and Safety of Tralokinumab in Adults and Adolescents With Uncontrolled Asthma,Completed,Phase 3,Randomized,"October 30, 2014","September 21, 2017",Treatment,Birmingham,Alabama,35294,All,12 Years,75 Years,2017-09-01,2014-10-01,1066.0
NCT02207413,1.025789604,A Study to Evaluate the Safety and Immunogenicity of GlaxoSmithKline (GSK) Biologicals' Quadrivalent Influenza Candidate Vaccine (GSK2321138A) Manufactured Using a New Process in Adults and Children,Completed,Phase 3,Randomized,"August 18, 2014","April 18, 2015",Prevention,Wichita,Kansas,67207,All,6 Months,49 Years,2015-04-01,2014-08-01,243.0
NCT02207829,5.407584735,A 12-week Study to Evaluate the Efficacy and Safety of Umeclidinium Compared With Tiotropium in Subjects With Chronic Obstructive Pulmonary Disease,Completed,Phase 3,Randomized,"September 1, 2014","June 15, 2015",Treatment,Spartanburg,South Carolina,29303,All,40 Years,,2015-06-01,2014-09-01,273.0
NCT02214225,2.487190088,A Study to Evaluate the Immunogenicity and Safety of bioCSL Quadrivalent Influenza Vaccine (QIV) in Adults Aged 18 Years and Above.,Completed,Phase 3,Randomized,August 2014,April 2015,Prevention,Huntsville,Alabama,35802,All,18 Years,,2015-04-01,2014-08-01,243.0
NCT02218697,2.253574472,Evaluation of the Immunogenicity and Safety of GlaxoSmithKline (GSK) Biologicals' Quadrivalent Influenza Vaccine Influsplit™ Tetra (Fluarix™ Tetra) (GSK2321138A) When Co-administered With Pneumovax™ 23 in Adults 50 Years of Age and Older,Completed,Phase 3,Randomized,"October 1, 2014","May 4, 2015",Prevention,Gent,,9000,All,50 Years,,2015-05-01,2014-10-01,212.0
NCT02228980,5.32781457,"Study of a Single Dose or Two Doses of a Trivalent Inactivated Influenza Vaccine Produced at Shenzhen, China",Completed,Phase 4,Non-Randomized,September 2014,October 2015,Prevention,Nanning,Guangxi,,All,6 Months,,2015-10-01,2014-09-01,395.0
NCT02230332,6.513157895,Alendronate to Prevent Loss of Bronchoprotection in Asthma,Completed,Phase 2/Phase 3,Randomized,January 2015,September 2016,Treatment,Tucson,Arizona,85724,All,18 Years,80 Years,2016-09-01,2015-01-01,609.0
NCT02233543,3.947368421,"A Multicenter, 4-week Crossover (Total Duration 12 Weeks) to Determine the Impact of QVA149 on Nocturnal Oxygen Levels in Chronic Obstructive Pulmonary Disease (COPD)",Completed,Phase 4,Randomized,"November 30, 2014","June 26, 2016",Treatment,Aarhus,,8000 C,All,40 Years,,2016-06-01,2014-11-01,578.0
NCT02233803,3.266331658,"A Non-inferiority Study to Evaluate Efficacy, Safety and Tolerability of NEUMOTEROL® 400 and SYMBICORT® Forte in Adults With Asthma",Completed,Phase 4,Randomized,"November 14, 2014","December 11, 2015",Treatment,Ciudad autónoma de Buenos Aires,Buenos Aires,C1028AAP,All,18 Years,80 Years,2015-12-01,2014-11-01,395.0
NCT02236611,3.964637395,A 12-week Study to Evaluate the Efficacy and Safety of Umeclidinium 62.5 Microgram (mcg) Compared With Glycopyrronium 44 mcg in Subjects With Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 4,Randomized,"September 26, 2014","June 2, 2015",Treatment,Paraná,Buenos Aires,E3100BHK,All,40 Years,,2015-06-01,2014-09-01,273.0
NCT02238483,13.20872274,A Phase IIa Study to Investigate the Efficacy and Safety of AZD7624 in Chronic Obstructive Pulmonary Disease (COPD) Patients While on Maintenance Therapy,Completed,Phase 2,Randomized,"October 28, 2014","April 4, 2016",Treatment,Los Angeles,California,90036,All,40 Years,85 Years,2016-04-01,2014-10-01,548.0
NCT02242643,6.311478032,Study to Evaluate the Immunogenicity and Safety of GlaxoSmithKline (GSK) Biologicals' Quadrivalent Influenza Vaccine (GSK2282512A) Compared to Fluzone® Quadrivalent in Children 6 to 35 Months of Age,Completed,Phase 3,Randomized,"October 1, 2014","June 23, 2015",Prevention,Birmingham,Alabama,35235,All,6 Months,35 Months,2015-06-01,2014-10-01,243.0
NCT02246166,2.0,"The Effect of Paracetamol, Pseudoephedrine Hydrochloride, Dextromethorphan Hydrobromide and Chlorpheniramine Maleate Tablets Compared to Placebo in Subjects Suffering From the Common Cold or Influenza.",Completed,Phase 4,Randomized,January 2015,February 2015,Treatment,Shanghai,,200025,All,18 Years,65 Years,2015-02-01,2015-01-01,31.0
NCT02250274,0.0,Randomized Study of Immune Response to Licensed Influenza Vaccines in Children and Adolescents,Completed,Phase 4,Randomized,September 2014,April 2015,Basic Science,Marshfield,Wisconsin,54449,All,5 Years,17 Years,2015-04-01,2014-09-01,212.0
NCT02256488,1.538461538,Safety and Immunogenicity of Two Trivalent Subunit Influenza Vaccines in Healthy Adult Subjects,Completed,Phase 3,Randomized,September 2014,December 2014,Other,Anaheim,California,,All,18 Years,49 Years,2014-12-01,2014-09-01,91.0
NCT02257372,5.918264742,A Study to Evaluate the Effect of Umeclidinium (UMEC) as Combination Therapy in Subjects With Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 4,Randomized,"September 30, 2014","March 24, 2015",Treatment,Kurim,Bayern,66434,All,40 Years,,2015-03-01,2014-09-01,181.0
NCT02257385,4.266105909,Comparative Study of Umeclidinium/Vilanterol (UMEC/VI) in a Fixed Dose Combination With Indacaterol Plus Tiotropium,Completed,Phase 3,Randomized,"October 15, 2014","May 4, 2015",Treatment,Mar del Plata,Buenos Aires,7600,All,40 Years,,2015-05-01,2014-10-01,212.0
NCT02258334,0.5,"Study of Fluzone® Quadrivalent, Fluzone® Intradermal, and Fluzone® High-Dose, Influenza Vaccines in Adults",Completed,Phase 4,Randomized,October 2014,December 2014,Prevention,Santa Rosa,California,95405,All,18 Years,,2014-12-01,2014-10-01,61.0
NCT02259582,7.305418719,"A Study of Carboplatin, Pemetrexed Plus Placebo vs Carboplatin, Pemetrexed Plus 1 or 2 Truncated Courses of Demcizumab in Subjects With Non-Squamous Non-Small Cell Lung Cancer",Completed,Phase 2,Randomized,February 2015,"April 7, 2017",Treatment,Rancho Mirage,California,92270,All,21 Years,,2017-04-01,2015-02-01,790.0
NCT02266875,18.96551724,Nebulized Hypertonic Saline for Inpatient Use in COPD,Completed,Phase 4,Randomized,October 2014,"January 30, 2017",Treatment,Columbus,Ohio,43228,All,18 Years,,2017-01-01,2014-10-01,823.0
NCT02268396,7.246376812,Glycopyrronium and Formoterol Fumarate (GFF) Metered Dose Inhaler (MDI) Dose Indicator Study in Adults With Moderate to Very Severe COPD,Completed,Phase 3,,November 2014,May 2015,Treatment,Clearwater,Florida,,All,40 Years,80 Years,2015-05-01,2014-11-01,181.0
NCT02276222,19.15443721,A Long-Term Safety Trial of Treatment With Nebulized SUN-101 in Patients With COPD,Completed,Phase 3,Randomized,October 2014,February 2016,Treatment,Andalusia,Alabama,36420,All,40 Years,,2016-02-01,2014-10-01,488.0
