nct_id,dropout_percentage_all,Clinical Title,Overall Status,Trial Phase,Allocation,Start Date,Completion Date,Primary Purpose,City,State,Zipcode,Gender,Minimum Age,New Completion Date,New Start Date,length_of_trial,RUCA2.0,Cleaned_Zipcodes
NCT01755091,19.45955279,Safety and Efficacy Study of Dronabinol to Treat Obstructive Sleep Apnea,Completed,Phase 2,Randomized,February 2013,"December 31, 2016",Treatment,Chicago,Illinois,60611,All,21.0,2016-12-01,2013-02-01,1399.0,1.0,60611
NCT01764841,17.24464264,Ciprofloxacin Dry Powder for Inhalation in Non-cystic Fibrosis Bronchiectasis (Non-CF BE),Completed,Phase 3,Randomized,"May 2, 2013","March 9, 2016",Treatment,Jasper,Alabama,35501,All,18.0,2016-03-01,2013-05-01,1035.0,4.2,35501
NCT01766921,2.797258297,Safety and Immunogenicity of Two Doses of H5N1 Influenza Vaccine in Elderly Subjects,Completed,Phase 2,Randomized,January 2013,July 2014,Prevention,Phoenix,Arizona,85253,All,65.0,2014-07-01,2013-01-01,546.0,1.0,85253
NCT01769391,7.081339713,A Study of Necitumumab and Chemotherapy in Participants With Stage IV Squamous Non-Small Cell Lung Cancer,Completed,Phase 2,Randomized,January 2013,July 2017,Treatment,Jonesboro,Arkansas,72401,All,18.0,2017-07-01,2013-01-01,1642.0,1.0,72401
NCT01772134,5.695839311,Efficacy and Safety of the Addition of Fluticanse Propionate/Salmeterol (250/50mcg) Twice-daily to 2 Doses of Umeclidinium Bromide (62.5 or 125mcg) Once-daily Over 12 Weeks,Completed,Phase 3,Randomized,"January 1, 2013","July 22, 2013",Treatment,Jasper,Alabama,35501,All,40.0,2013-07-01,2013-01-01,181.0,4.2,35501
NCT01772147,8.253433607,Efficacy and Safety of the Addition of Fluticasone Propionate/Salmeterol (250/50mcg) Twice-daily to 2 Doses of Umeclidinium Bromide Inhalation Powder (62.5 or 125mcg) Once-daily Over 12 Weeks.,Completed,Phase 3,Randomized,January 2013,August 2013,Treatment,Mobile,Alabama,36608,All,40.0,2013-08-01,2013-01-01,212.0,1.0,36608
NCT01776541,12.96534339,Safety and Immunogenicity of Two Doses of H5N1 Influenza Vaccine in Healthy Adults,Completed,Phase 2,Randomized,January 2013,May 2014,Prevention,Miami,Florida,33143,All,18.0,2014-05-01,2013-01-01,485.0,1.0,33143
NCT01776554,6.045089449,Safety and Immunogenicity of Two Doses of H5N1 Influenza Vaccine in Children,Completed,Phase 2,Randomized,January 2013,June 2014,Prevention,Miami,Florida,68005,All,0.5,2014-06-01,2013-01-01,516.0,1.0,68005
NCT01777334,7.954423357,The Purpose of This Study is to Evaluate the Spirometric Effect (Trough FEV1) of Umeclidinium/Vilanterol 62.5/25 mcg Once Daily Compared With Tiotriopium 18 mcg Once Daily Over a 24-week Treatment Period in Subjects With COPD,Completed,Phase 3,Randomized,"January 23, 2013","September 24, 2013",Treatment,Tucson,Arizona,85723,All,40.0,2013-09-01,2013-01-01,243.0,1.0,85723
NCT01783548,9.152605644,Study of an Investigational Nasal Aerosol or Placebo in Children (Ages 4 to 11) With Perennial Allergic Rhinitis (PAR),Completed,Phase 3,Randomized,January 2013,October 2013,Treatment,Hot Springs,Arkansas,,All,4.0,2013-10-01,2013-01-01,273.0,1.0,24445
NCT01788228,2.040816327,Safety and Tolerability Study of GlaxoSmithKline (GSK)1557484A Vaccine in Adults at Occupational Risk for Influenza A (H5N1) Exposure,Completed,Phase 3,Non-Randomized,"March 22, 2013","February 25, 2015",Prevention,Stockbridge,Georgia,30281,All,18.0,2015-02-01,2013-03-01,702.0,1.0,30281
NCT01788566,1.639344262,A Study of Gemcitabine-Cisplatin Chemotherapy Plus Necitumumab in the First-Line Treatment of Participants With Squamous Lung Cancer,Completed,Phase 2,,March 2013,December 2015,Treatment,Birmingham,Alabama,35294,All,18.0,2015-12-01,2013-03-01,1005.0,1.0,35294
NCT01793883,4.536933784,Efficacy and Safety Study of Laninamivir Octanoate TwinCaps® Dry Powder Inhaler in Adults With Influenza,Completed,Phase 2,Randomized,May 2013,May 2014,Treatment,Scottsboro,Alabama,35768,All,18.0,2014-05-01,2013-05-01,365.0,4.0,35768
NCT01799993,20.7808604,Inhaled Amikacin Solution BAY41-6551 as Adjunctive Therapy in the Treatment of Gram-Negative Pneumonia,Completed,Phase 3,Randomized,"April 13, 2013","April 7, 2017",Treatment,Birmingham,Alabama,35233,All,18.0,2017-04-01,2013-04-01,1461.0,1.0,35233
NCT01801111,12.31884058,A Study of Alectinib (RO5424802) in Participants With Non-Small Cell Lung Cancer Who Have Anaplastic Lymphoma Kinase (ALK) Mutation and Failed Crizotinib Treatment,Completed,Phase 1/Phase 2,,"June 20, 2013","October 27, 2017",Treatment,Birmingham,Alabama,35233,All,18.0,2017-10-01,2013-06-01,1583.0,1.0,35233
NCT01807923,3.647044925,A Study of Lumacaftor in Combination With Ivacaftor in Cystic Fibrosis Subjects Aged 12 Years and Older Who Are Homozygous for the F508del-CFTR Mutation,Completed,Phase 3,Randomized,May 2013,April 2014,Treatment,Birmingham,Alabama,,All,12.0,2014-04-01,2013-05-01,335.0,1.0,35203
NCT01807949,3.222045575,A Study of Lumacaftor in Combination With Ivacaftor in Cystic Fibrosis Subjects Aged 12 Years and Older Who Are Homozygous for the F508del-CFTR Mutation,Completed,Phase 3,Randomized,April 2013,April 2014,Treatment,Oakland,California,,All,12.0,2014-04-01,2013-04-01,365.0,1.0,02858
NCT01817764,7.932011331,A Study to Compare the Efficacy and Safety of Umeclidinium/Vilanterol and Fluticasone Propionate/Salmeterol in Subjects With Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 3,Randomized,"March 1, 2013","October 25, 2013",Treatment,Jasper,Alabama,35501,All,40.0,2013-10-01,2013-03-01,214.0,4.2,35501
NCT01817790,1.918993957,Assessment of Fluticasone Propionate on Ocular Allergy Symptoms,Completed,Phase 3,Randomized,December 2012,February 2013,Treatment,Wilmington,North Carolina,28401-3331,All,12.0,2013-02-01,2012-12-01,62.0,1.0,28401
NCT01825200,0.45682387,"Comparison of the Safety of Flublok® Versus Licensed IIV in Healthy, Medically Stable Adults ≥ 50 Years of Age",Completed,Phase 3,Randomized,March 2013,May 2013,Prevention,Tucson,Arizona,85704-1152,All,50.0,2013-05-01,2013-03-01,61.0,1.0,85704
NCT01827267,2.325581395,Neratinib With and Without Temsirolimus for Patients With HER2 Activating Mutations in Non-Small Cell Lung Cancer,Completed,Phase 2,Randomized,"July 1, 2013","October 6, 2017",Treatment,Duarte,California,91010,All,18.0,2017-10-01,2013-07-01,1553.0,1.0,91010
NCT01829113,36.18048618,Phase II Trial of Carboplatin and Pemetrexed +/- OGX-427 in Untreated Stage IV Non-Squamous-Non-Small-Cell Lung Cancer,Completed,Phase 2,Randomized,July 2013,"April 19, 2017",Treatment,Denver,Colorado,80218,All,18.0,2017-04-01,2013-07-01,1370.0,1.0,80218
NCT01841762,33.09859155,Clinical Study of Macitentan in Patients With Pulmonary Arterial Hypertension to Psychometrically Validate the PAH-SYMPACT Instrument,Completed,Phase 3,,"April 1, 2013","November 1, 2015",Treatment,Birmingham,Alabama,35243,All,18.0,2015-11-01,2013-04-01,944.0,1.0,35243
NCT01846416,6.451612903,A Study of Atezolizumab in Participants With Programmed Death-Ligand 1 (PD-L1) Positive Locally Advanced or Metastatic Non-Small Cell Lung Cancer (NSCLC) [FIR],Completed,Phase 2,Non-Randomized,"May 30, 2013","December 18, 2017",Treatment,Scottsdale,Arizona,85258,All,18.0,2017-12-01,2013-05-01,1675.0,1.0,85258
NCT01854047,8.52320717,An Evaluation of Dupilumab in Patients With Moderate to Severe Uncontrolled Asthma,Completed,Phase 2,Randomized,June 2013,April 2015,Treatment,Fullerton,California,92835,All,18.0,2015-04-01,2013-06-01,669.0,1.0,92835
NCT01854645,14.83341148,"Efficacy and Safety of PT003, PT005, and PT001 in Subjects With Moderate to Very Severe Chronic Obstructive Pulmonary Disease (COPD); (PINNACLE 1)",Completed,Phase 3,Randomized,May 2013,February 2015,Treatment,Andalusia,Alabama,,All,40.0,2015-02-01,2013-05-01,641.0,1.0,36420
NCT01854658,14.30036523,"Multi-Center Study to Assess the Efficacy and Safety of PT003, PT005, and PT001 in Subjects With Moderate to Very Severe COPD (PINNACLE 2)",Completed,Phase 3,Randomized,July 2013,March 2015,Treatment,Birmingham,Alabama,u,All,40.0,2015-03-01,2013-07-01,608.0,1.0,u
NCT01857323,20.18927445,Open-Label Assessment of the Albuterol Spiromax® Dry Powder Inhaler (DPI),Completed,Phase 3,,May 2013,September 2013,Treatment,Phoenix,Arizona,,All,4.0,2013-09-01,2013-05-01,123.0,1.0,13135
NCT01858389,40.90909091,A Study Of Dacomitinib (PF-00299804) In Patients With Advanced Non-Small Cell Lung Cancer,Completed,Phase 2,Non-Randomized,July 2013,September 2015,Treatment,Beverly Hills,California,90211,All,18.0,2015-09-01,2013-07-01,792.0,1.0,90211
NCT01859143,0.4166666667,Study to Evaluate the Safety of 3 New 6:2 Influenza Virus Reassortants in Adults,Completed,Phase 4,Randomized,May 2013,December 2013,Prevention,Miami,Florida,,All,18.0,2013-12-01,2013-05-01,214.0,1.0,33122
NCT01859390,5.405405405,Effects of an Antioxidant-Enriched Multivitamin Supplement on Inflammation and Oxidative Stress in Cystic Fibrosis,Completed,Phase 2,Randomized,June 2013,July 2016,Treatment,Tucson,Arizona,85724,All,10.0,2016-07-01,2013-06-01,1126.0,1.0,85724
NCT01868009,0.5226480836,DISKUS vs. ELLIPTA Device Preference Study in Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 3,Randomized,May 2013,July 2013,Treatment,Jasper,Alabama,35501,All,40.0,2013-07-01,2013-05-01,61.0,4.2,35501
NCT01871805,14.94252874,A Study of Alectinib (CH5424802/RO5424802) in Participants With Anaplastic Lymphoma Kinase (ALK)-Rearranged Non-Small Cell Lung Cancer (NSCLC),Completed,Phase 1/Phase 2,Non-Randomized,"September 30, 2013","August 31, 2017",Treatment,Birmingham,Alabama,35233,All,18.0,2017-08-01,2013-09-01,1430.0,1.0,35233
NCT01872689,29.19268017,A Study of Lebrikizumab in Participants With Idiopathic Pulmonary Fibrosis (IPF),Completed,Phase 2,Randomized,"October 13, 2013","November 6, 2017",Treatment,Birmingham,Alabama,35294,All,40.0,2017-11-01,2013-10-01,1492.0,1.0,35294
NCT01879410,7.463030662,A Study to Compare the Efficacy and Safety of Umeclidinium/Vilanterol With Fluticasone Propionate/Salmeterol in Subjects With Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 3,Randomized,"June 13, 2013","January 9, 2014",Treatment,Tucson,Arizona,85723,All,40.0,2014-01-01,2013-06-01,214.0,1.0,85723
NCT01899742,5.465587045,The Purpose of the This Study is to Evaluate the Spirometric Effect (Trough FEV1) of Umeclidinium/Vilanterol 62.5/25 mcg Once Daily Compared With Tiotropium 18mcg Once Daily Over a a 12-week Treatment Period in Subjects With COPD Who Continue to Have Symptoms on Tiotropium,Completed,Phase 3,Randomized,"September 15, 2014","July 22, 2015",Treatment,Medford,Oregon,97504,All,40.0,2015-07-01,2014-09-01,303.0,1.0,97504
NCT01900652,5.378657487,A Study of Emibetuzumab in Non Small Cell Lung Cancer (NSCLC) Participants,Completed,Phase 2,Randomized,August 2013,March 2016,Treatment,Birmingham,Alabama,35294,All,18.0,2016-03-01,2013-08-01,943.0,1.0,35294
NCT01903993,7.328088578,"A Randomized Phase 2 Study of Atezolizumab (an Engineered Anti-PDL1 Antibody) Compared With Docetaxel in Participants With Locally Advanced or Metastatic Non-Small Cell Lung Cancer Who Have Failed Platinum Therapy - ""POPLAR""",Completed,Phase 2,Randomized,"August 6, 2013","September 6, 2018",Treatment,Tucson,Arizona,85704,All,18.0,2018-09-01,2013-08-01,1857.0,1.0,85704
NCT01914757,8.789436987,Efficacy and Safety Study of Benralizumab in Adults and Adolescents Inadequately Controlled on Inhaled Corticosteroid Plus Long-acting β2 Agonist,Completed,Phase 3,Randomized,August 2013,March 2016,Treatment,Andalusia,Alabama,,All,12.0,2016-03-01,2013-08-01,943.0,1.0,36420
NCT01916226,0.7327141383,A Comparator Study of Fluticasone Propionate Nasal Spray Verses (vs) Cetirizine in the Treatment of Seasonal Allergic Rhinitis,Completed,Phase 4,Randomized,"August 1, 2013","October 17, 2013",Treatment,Little Rock,Arkansas,72205,All,18.0,2013-10-01,2013-08-01,61.0,1.0,72205
NCT01920893,11.66666667,An Evaluation of Dupilumab in Patients With Nasal Polyposis And Chronic Symptoms Of Sinusitis,Completed,Phase 2,Randomized,August 2013,November 2014,Treatment,Rolling Hills Estates,California,90274,All,18.0,2014-11-01,2013-08-01,457.0,1.0,90274
NCT01922037,17.71576898,A Study in Participants With Asthma Initiating Treatment With Omalizumab (Xolair),Completed,Phase 4,,"June 19, 2013","March 31, 2016",Treatment,Birmingham,Alabama,35209,All,12.0,2016-03-01,2013-06-01,1004.0,1.0,35209
NCT01928771,9.804986808,Efficacy and Safety Study of Benralizumab Added to High-dose Inhaled Corticosteroid Plus LABA in Patients With Uncontrolled Asthma,Completed,Phase 3,Randomized,"September 19, 2013","April 5, 2016",Treatment,Foley,Alabama,,All,12.0,2016-04-01,2013-09-01,943.0,1.0,36535
NCT01931839,8.914797669,A Phase 3 Rollover Study of Lumacaftor in Combination With Ivacaftor in Subjects 12 Years and Older With Cystic Fibrosis,Completed,Phase 3,Randomized,October 2013,April 2016,Treatment,Birmingham,Alabama,,All,12.0,2016-04-01,2013-10-01,913.0,1.0,35203
NCT01933048,5.088866245,Self-Administered Nasal Influenza Feasibility Study,Completed,Phase 4,Randomized,September 2012,October 2013,Other,San Diego,California,92134,All,18.0,2013-10-01,2012-09-01,395.0,1.0,92134
NCT01946425,1.666666667,Safety and Immunogenicity Among Healthy Children Receiving Fluzone® Quadrivalent Influenza Virus Vaccine,Completed,Phase 4,Non-Randomized,September 2013,July 2014,Prevention,Bardstown,Kentucky,40040,All,0.5,2014-07-01,2013-09-01,303.0,10.0,40040
NCT01946438,1.923076923,"Study of Fluzone® Quadrivalent, Fluzone® Intradermal, and Fluzone® High-Dose Influenza Virus Vaccines in Adults",Completed,Phase 4,Randomized,September 2013,July 2014,Prevention,Santa Rosa,California,95405,All,18.0,2014-07-01,2013-09-01,303.0,1.0,95405
NCT01949090,3.666666667,Immunogenicity and Safety Study of Different Formulations of GlaxoSmithKline (GSK) Biologicals H7N1 Influenza Vaccine Administered to Adults 65 Years of Age and Older,Completed,Phase 2,Randomized,"September 25, 2013","October 23, 2014",Prevention,Hollywood,Florida,33024,All,65.0,2014-10-01,2013-09-01,395.0,1.0,33024
NCT01951586,8.879071379,Denosumab in Combination With Chemotherapy as First-line Treatment of Metastatic Non-small Cell Lung Cancer,Completed,Phase 2,Randomized,"December 31, 2013","November 28, 2017",Treatment,Goodyear,Arizona,85338,All,18.0,2017-11-01,2013-12-01,1431.0,2.0,85338
NCT01957163,4.039053828,"Study to Compare the Addition of Umeclidinium Bromide (UMEC) to Fluticasone Furoate (FF)/Vilanterol (VI), With Placebo Plus FF/VI in Subjects With Chronic Obstructive Pulmonary Disease (COPD)",Completed,Phase 3,Randomized,"October 1, 2013","April 1, 2014",Treatment,Jasper,Alabama,35501,All,40.0,2014-04-01,2013-10-01,182.0,4.2,35501
NCT01959412,0.1831501832,"Crossover Study to Evaluate the Efficacy, Safety and Tolerability of Different Doses of Indacaterol in Patients With Persistent Asthma",Completed,Phase 2,Randomized,November 2013,March 2014,Treatment,Huntington Beach,California,92647,All,18.0,2014-03-01,2013-11-01,120.0,1.0,92647
NCT01964352,5.533456127,Tiotropium + Olodaterol Fixed Dose Combination (FDC) in Chronic Obstructive Pulmonary Disease (OTEMTO 1),Completed,Phase 3,Randomized,November 2013,November 2014,Treatment,Wheat Ridge,Colorado,,All,40.0,2014-11-01,2013-11-01,365.0,1.0,80033
NCT01966003,10.39692403,Efficacy and Safety Study of ABP 215 Compared With Bevacizumab in Patients With Advanced Non-Small Cell Lung Cancer,Completed,Phase 3,Randomized,"November 11, 2013","July 23, 2015",Treatment,Bismarck,North Dakota,58501,All,18.0,2015-07-01,2013-11-01,607.0,1.0,58501
NCT01966107,37.13830865,Evaluate the Effect of Aclidinium Bromide on Long-term Cardiovascular Safety and Exacerbations in Moderate to Very Severe COPD Patients.,Completed,Phase 4,Randomized,"October 16, 2013","September 21, 2017",Treatment,Birmingham,Alabama,35209,All,40.0,2017-09-01,2013-10-01,1431.0,1.0,35209
NCT01967173,23.68730324,Best African American Response to Asthma Drugs,Completed,Phase 3,Randomized,February 2014,"July 1, 2017",Treatment,Tucson,Arizona,85724,All,5.0,2017-07-01,2014-02-01,1246.0,1.0,85724
NCT01967628,16.25,Human Lung Responses to Respiratory Pathogens,Completed,Phase 1/Phase 2,Randomized,June 2007,October 2010,Basic Science,Iowa City,Iowa,52242,All,18.0,2010-10-01,2007-06-01,1218.0,1.0,52242
NCT01969799,2.083333333,Aerosolized Amikacin and Fosfomycin in Mechanically Ventilated Patients With Gram-negative Pneumonia,Completed,Phase 2,Randomized,December 2013,April 2016,Treatment,Los Angeles,California,90033,All,18.0,2016-04-01,2013-12-01,852.0,1.0,90033
NCT01970878,2.76069181,"Extension Study to Evaluate the Safety and Efficacy of PT003, PT001, and PT005 in Subjects With Moderate to Very Severe COPD, With Spiriva® Handihaler® (PINNACLE 3)",Completed,Phase 3,Randomized,November 2013,March 2015,Treatment,Andalusia,Alabama,,All,40.0,2015-03-01,2013-11-01,485.0,1.0,36420
NCT01974895,9.554527751,Study to Evaluate Immunogenicity and Safety of GlaxoSmithKline (GSK) Biologicals' Quadrivalent Influenza Vaccine GSK2282512A When Administered to Children From 6 to 35 Months of Age,Completed,Phase 2,Randomized,"October 23, 2013","July 3, 2014",Prevention,Sacramento,California,95822,All,0.5,2014-07-01,2013-10-01,273.0,1.0,95822
NCT01978262,11.95652174,Immune and Hormone Response to Influenza Vaccine,Completed,Phase 4,,October 2013,August 2017,Other,Baltimore,Maryland,21205,Female,18.0,2017-08-01,2013-10-01,1400.0,1.0,21205
NCT01979952,12.40601504,Nintedanib Twice Daily vs Placebo in Patients Diagnosed With Idiopathic Pulmonary Fibrosis (IPF),Completed,Phase 3,Randomized,"November 26, 2013","October 27, 2016",Treatment,Danbury,Connecticut,06810,All,40.0,2016-10-01,2013-11-01,1065.0,1.0,06810
NCT01992094,3.007165732,Safety and Immunogenicity of Three Influenza Vaccines Adults Ages 18 and Older,Completed,Phase 3,Randomized,November 2013,July 2014,Prevention,Huntsville,Alabama,35802,All,18.0,2014-07-01,2013-11-01,242.0,1.0,35802
NCT01992107,5.876088124,Safety and Immunogenicity of Three Influenza Vaccines in Children Aged 4 Years Old to Less Than 18 Years Old,Completed,Phase 3,Randomized,November 2013,August 2014,Prevention,Huntsville,Alabama,35802,All,4.0,2014-08-01,2013-11-01,273.0,1.0,35802
NCT02006732,4.20243379,Tiotropium+Olodaterol Fixed Dose Combination (FDC) in Chronic Obstructive Pulmonary Disease (OTEMTO 2),Completed,Phase 3,Randomized,November 2013,November 2014,Treatment,Jasper,Alabama,,All,40.0,2014-11-01,2013-11-01,365.0,1.0,14855
NCT02020889,5.147058824,A Study to Investigate Mepolizumab in the Treatment of Eosinophilic Granulomatosis With Polyangiitis,Completed,Phase 3,Randomized,"February 5, 2014","September 5, 2016",Treatment,Denver,Colorado,80206,All,18.0,2016-09-01,2014-02-01,943.0,1.0,80206
NCT02031640,4.245283019,A Safety and Efficacy Study of Beclomethasone Dipropionate Delivered Via Breath-Actuated Inhaler (BAI) or Metered-Dose Inhaler (MDI) in Participants >=12 Years Old With Persistent Asthma,Completed,Phase 3,Randomized,December 2013,December 2014,Treatment,Costa Mesa,California,,All,12.0,2014-12-01,2013-12-01,365.0,1.0,92626
NCT02035696,1.789260581,Safety and Immunogenicity of a Four Influenza Vaccines in Children Ages 6 Months Old to Less Than 48 Months Old,Completed,Phase 1/Phase 2,Randomized,December 2013,December 2014,Prevention,Phoenix,Arizona,,All,0.5,2014-12-01,2013-12-01,365.0,1.0,13135
NCT02040766,6.680874891,A Safety and Efficacy Study of Beclomethasone Dipropionate Delivered Via Breath-Actuated Inhaler (BAI) or Metered-Dose Inhaler (MDI) in Participants Ages 4-11 Years Old With Persistent Asthma,Completed,Phase 3,Randomized,December 2013,March 2016,Treatment,Hoover,Alabama,,All,4.0,2016-03-01,2013-12-01,821.0,1.0,15936
NCT02040779,6.231530145,A 12-week Safety and Efficacy Study of Beclomethasone Dipropionate (80 and 160 mcg/Day) Delivered Via Breath-Actuated Inhaler (BAI) in Patients >=12 Years Old With Persistent Asthma,Completed,Phase 3,Randomized,"December 26, 2013","December 24, 2014",Treatment,Huntington Beach,California,,All,12.0,2014-12-01,2013-12-01,365.0,1.0,92646
NCT02054130,10.01269438,"Study to Evaluate the Efficacy and Safety of MEDI9929 (AMG 157) in Adult Subjects With Inadequately Controlled, Severe Asthma",Completed,Phase 2,Randomized,"December 13, 2013","March 1, 2017",Treatment,Los Angeles,California,90025,All,18.0,2017-03-01,2013-12-01,1186.0,1.0,90025
NCT02061280,40.66666667,Use of Mobile Devices and the Internet to Streamline an Asthma Clinical Trial,Completed,Phase 4,Randomized,October 2013,"February 17, 2017",Other,Wilmington,Delaware,19803,All,12.0,2017-02-01,2013-10-01,1219.0,1.0,19803
NCT02064439,9.594677461,Reduced-dosed Rivaroxaban in the Long-term Prevention of Recurrent Symptomatic VTE(Venous Thromboembolism),Completed,Phase 3,Randomized,"March 5, 2014","November 4, 2016",Prevention,Beverly Hills,California,90211,All,18.0,2016-11-01,2014-03-01,976.0,1.0,90211
NCT02073682,26.85684829,Cancer Venous Thromboembolism (VTE),Completed,Phase 3,Randomized,"July 16, 2015","September 15, 2017",Treatment,Brandon,Florida,,All,18.0,2017-09-01,2015-07-01,793.0,1.0,05733
NCT02075255,3.197361745,Efficacy and Safety Study of Benralizumab to Reduce OCS Use in Patients With Uncontrolled Asthma on High Dose Inhaled Corticosteroid Plus LABA and Chronic OCS Therapy,Completed,Phase 3,Randomized,"April 28, 2014","August 8, 2016",Treatment,Los Angeles,California,90025,All,18.0,2016-08-01,2014-04-01,853.0,1.0,90025
NCT02085161,12.22368421,To Evaluate the Effect of Inhaled Medication Together With Exercise and Activity Training on Exercise Capacity and Daily Activities in Patients With Chronic Lung Disease With Obstruction of Airways,Completed,Phase 3,Randomized,March 2014,October 2015,Treatment,San Diego,California,,All,40.0,2015-10-01,2014-03-01,579.0,1.0,78384
NCT02091986,9.294431732,"A 12-Week Study in Asthmatic Children Ages 6 to <12 Years, Investigating the Efficacy and Safety of Symbicort pMDI 80/2.25 μg and Symbicort pMDI 80/4.5 μg, Compared With Budesonide pMDI 80 μg",Completed,Phase 3,Randomized,April 2014,April 2016,Treatment,Hoover,Alabama,,All,6.0,2016-04-01,2014-04-01,731.0,1.0,15936
NCT02098369,4.040953337,Comparative Effectiveness of a Peer-led O2 Infoline for Patients and Caregivers,Completed,Phase 4,Randomized,April 2015,October 2016,Treatment,Lake Forest,California,92630,All,18.0,2016-10-01,2015-04-01,549.0,1.1,92630
NCT02105948,10.70460777,Study to Evaluate Efficacy and Safety of Mepolizumab for Frequently Exacerbating Chronic Obstructive Pulmonary Disease (COPD) Patients,Completed,Phase 3,Randomized,"April 15, 2014","January 17, 2017",Treatment,Newport Beach,California,92663,All,40.0,2017-01-01,2014-04-01,1006.0,1.0,92663
NCT02105961,10.95862123,Efficacy and Safety of Mepolizumab as an Add-on Treatment in Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 3,Randomized,"April 24, 2014","January 16, 2017",Treatment,Birmingham,Alabama,35294,All,40.0,2017-01-01,2014-04-01,1006.0,1.0,35294
NCT02105974,3.885630499,Study Evaluating the Efficacy and Safety of Fluticasone Furoate/Vilanterol Inhalation Powder (FF/VI) Compared With Vilanterol Inhalation Powder (VI) in Subjects With Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 3,Randomized,"April 7, 2014","July 8, 2015",Treatment,Riverside,California,92506,All,40.0,2015-07-01,2014-04-01,456.0,1.0,92506
NCT02106832,13.29999815,Ciprofloxacin Dry Powder for Inhalation (DPI) in Non-cystic Fibrosis Bronchiectasis (Non-CF BE),Completed,Phase 3,Randomized,"April 30, 2014","October 19, 2016",Treatment,Peoria,Arizona,85381,All,18.0,2016-10-01,2014-04-01,914.0,1.0,85381
NCT02119286,4.204774635,"Study to Compare the Addition of Umeclidinium Bromide (UMEC) to Fluticasone Furoate (FF)/Vilanterol (VI), With Placebo Plus FF/VI in Subjects With Chronic Obstructive Pulmonary Disease (COPD) -Study 2",Completed,Phase 3,Randomized,October 2013,April 2014,Treatment,Mobile,Alabama,36608,All,40.0,2014-04-01,2013-10-01,182.0,1.0,36608
NCT02130193,18.19444444,"Investigation of Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Clinical Efficacy of Oral Danirixin in Symptomatic COPD Subjects With Mild to Moderate Airflow Limitation at Risk for Exacerbations",Completed,Phase 2,Randomized,"February 13, 2014","August 29, 2016",Treatment,Birmingham,Alabama,35294,All,40.0,2016-08-01,2014-02-01,912.0,1.0,35294
NCT02135692,7.079646018,"A Phase 3a, Repeat Dose, Open-label, Long-term Safety Study of Mepolizumab in Asthmatic Subjects",Completed,Phase 3,,"May 29, 2014","October 5, 2017",Treatment,Newport Beach,California,92663,All,12.0,2017-10-01,2014-05-01,1249.0,1.0,92663
NCT02139644,5.403697078,Study of Fluticasone Propionate MDPI Compared With Fluticasone/Salmeterol MDPI in Adolescent and Adult Patients With Persistent Asthma,Completed,Phase 3,Randomized,June 2014,September 2015,Treatment,Birmingham,Alabama,,All,12.0,2015-09-01,2014-06-01,457.0,1.0,35203
NCT02141854,5.479452055,Efficacy and Safety Study of FP MDPI Compared With FS MDPI in Adolescent and Adult Patients With Persistent Asthma,Completed,Phase 3,Randomized,June 2014,September 2015,Treatment,Birmingham,Alabama,,All,12.0,2015-09-01,2014-06-01,457.0,1.0,35203
NCT02148445,0.0,Smoking Cessation Versus Long-term Nicotine Replacement Among High-risk Smokers,Completed,Phase 3,Randomized,May 2014,December 2016,Treatment,Kansas City,Kansas,66160,All,18.0,2016-12-01,2014-05-01,945.0,1.0,66160
NCT02152605,4.233870968,A Phase IIIb Study to Evaluate the Efficacy of Umeclidinium/Vilanterol (UMEC/VI) in Subjects With Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 3,Randomized,"September 1, 2014","March 5, 2015",Treatment,Phoenix,Arizona,85006,All,40.0,2015-03-01,2014-09-01,181.0,1.0,85006
NCT02157935,7.372980365,Comparing the Efficacy of Symbicort® pMDI and Formoterol Turbuhaler in Reducing Exacerbations in Patients With Cronic Obstructive Pulmonary Disease,Completed,Phase 3,Randomized,"June 27, 2014","February 8, 2016",Treatment,Andalusia,Alabama,36420,All,40.0,2016-02-01,2014-06-01,610.0,7.0,36420
NCT02161757,11.65465114,A Phase 3 Study to Evaluate the Efficacy and Safety of Tralokinumab in Adults and Adolescents With Uncontrolled Asthma,Completed,Phase 3,Randomized,"June 13, 2014","July 18, 2017",Treatment,Birmingham,Alabama,35209,All,12.0,2017-07-01,2014-06-01,1126.0,1.0,35209
NCT02164513,11.17288302,"A Study Comparing the Efficacy, Safety and Tolerability of Fixed Dose Combination (FDC) of FF/UMEC/VI With the FDC of FF/VI and UMEC/VI; Administered Once-daily Via a Dry Powder Inhaler (DPI) in Subjects With Chronic Obstructive Pulmonary Disease (COPD)",Completed,Phase 3,Randomized,"June 30, 2014","July 17, 2017",Treatment,Athens,Alabama,35611,All,40.0,2017-07-01,2014-06-01,1126.0,4.2,35611
